"MasterCatalogName","ProductType","AttributeCode","Type","VocabularyValue"
"Mystic Outdoors Master","Hats","brand-colors","Property","Pewter"
"Mystic Outdoors Master","Hats","brand-colors","Property","Sangria"
"Mystic Outdoors Master","Hats","brand-colors","Property","Seaport"
"Mystic Outdoors Master","Hats","brand-colors","Property","Slate"
"Mystic Outdoors Master","Hats","brand-colors","Property","Sunglow"
"Mystic Outdoors Master","Hats","brand-colors","Property","Wheat"
"Mystic Outdoors Master","Hats","brand-colors","Property","White"
"Mystic Outdoors Master","Hats","fabric-type","Property","Acrylic"
"Mystic Outdoors Master","Hats","fabric-type","Property","Cotton-/-Cotton-Blend"
"Mystic Outdoors Master","Hats","fabric-type","Property","Hemp-/-Linen-/-Blend"
"Mystic Outdoors Master","Hats","fabric-type","Property","Merino-Wool"
"Mystic Outdoors Master","Hats","fabric-type","Property","Nylon-/-Nylon-Blend"
"Mystic Outdoors Master","Hats","fabric-type","Property","Polyester-/-Polyester-Blend"
"Mystic Outdoors Master","Hats","fabric-type","Property","Polypropylene-/-Polypropylene-Blend"
"Mystic Outdoors Master","Hats","fabric-type","Property","Synthetic-Blend"
"Mystic Outdoors Master","Hats","fabric-type","Property","Wool-/-Wool-Blend"
"Mystic Outdoors Master","Hats","faset-color","Property","Black"
"Mystic Outdoors Master","Hats","faset-color","Property","Blue"
"Mystic Outdoors Master","Hats","faset-color","Property","Green"
"Mystic Outdoors Master","Hats","faset-color","Property","Grey"
"Mystic Outdoors Master","Hats","faset-color","Property","Multi"
"Mystic Outdoors Master","Hats","faset-color","Property","Orange"
"Mystic Outdoors Master","Hats","faset-color","Property","Pink"
"Mystic Outdoors Master","Hats","faset-color","Property","Purple"
"Mystic Outdoors Master","Hats","faset-color","Property","Red"
"Mystic Outdoors Master","Hats","faset-color","Property","White"
"Mystic Outdoors Master","Hats","faset-color","Property","Yellow"
"Mystic Outdoors Master","Hats","gender","Property","Men-s"
"Mystic Outdoors Master","Hats","gender","Property","Unisex"
"Mystic Outdoors Master","Hats","gender","Property","Women-s"
"Mystic Outdoors Master","Hats","size","Property","One-Size"
"Mystic Outdoors Master","Hats","hat-style","Property","Ball-Cap"
"Mystic Outdoors Master","Hats","hat-style","Property","Beanie"
"Mystic Outdoors Master","Hats","hat-style","Property","Headband"
"Mystic Outdoors Master","Hats","hat-style","Property","Rain-Hat"
"Mystic Outdoors Master","Hats","hat-style","Property","Sun-Hat"
"Mystic Outdoors Master","Hats","hat-style","Property","Winter-Hat"
"Mystic Outdoors Master","Hats","brand-colors","Option","Anthracite-Black"
"Mystic Outdoors Master","Hats","brand-colors","Option","Aquamarine"
"Mystic Outdoors Master","Hats","brand-colors","Option","Avatar-Blue"
"Mystic Outdoors Master","Hats","brand-colors","Option","Big-Sur-Blue"
"Mystic Outdoors Master","Hats","brand-colors","Option","Black"
"Mystic Outdoors Master","Hats","brand-colors","Option","Black/Lime-Punch"
"Mystic Outdoors Master","Hats","brand-colors","Option","Blue"
"Mystic Outdoors Master","Hats","brand-colors","Option","Blue-Night"
"Mystic Outdoors Master","Hats","brand-colors","Option","Cairn"
"Mystic Outdoors Master","Hats","brand-colors","Option","Charcoal/Graphite"
"Mystic Outdoors Master","Hats","brand-colors","Option","Chromatic-Yellow"
"Mystic Outdoors Master","Hats","brand-colors","Option","Cranberry/Aubergine"
"Mystic Outdoors Master","Hats","brand-colors","Option","Crocus"
"Mystic Outdoors Master","Hats","brand-colors","Option","Dark-Raspberry"
"Mystic Outdoors Master","Hats","brand-colors","Option","Dark-Shadow"
"Mystic Outdoors Master","Hats","brand-colors","Option","Deep-Sea-Blue"
"Mystic Outdoors Master","Hats","brand-colors","Option","Desert-Camo"
"Mystic Outdoors Master","Hats","brand-colors","Option","Diablo"
"Mystic Outdoors Master","Hats","brand-colors","Option","Dijon-Brown/Urban-Navy"
"Mystic Outdoors Master","Hats","brand-colors","Option","Dusk"
"Mystic Outdoors Master","Hats","brand-colors","Option","Dusty-Rose"
"Mystic Outdoors Master","Hats","brand-colors","Option","Earth"
"Mystic Outdoors Master","Hats","brand-colors","Option","Fire"
"Mystic Outdoors Master","Hats","brand-colors","Option","Flame-Orange"
"Mystic Outdoors Master","Hats","brand-colors","Option","Graphite/Bright-Fuchsia"
"Mystic Outdoors Master","Hats","brand-colors","Option","Green"
"Mystic Outdoors Master","Hats","brand-colors","Option","Green-Apple"
"Mystic Outdoors Master","Hats","brand-colors","Option","Grey-Tar/Forge-Grey"
"Mystic Outdoors Master","Hats","brand-colors","Option","Gunmetal"
"Mystic Outdoors Master","Hats","brand-colors","Option","Gunmetal/Lime-Punch"
"Mystic Outdoors Master","Hats","brand-colors","Option","Liberty"
"Mystic Outdoors Master","Hats","brand-colors","Option","Magma"
"Mystic Outdoors Master","Hats","brand-colors","Option","Maple-Orange"
"Mystic Outdoors Master","Hats","brand-colors","Option","Marine-Blue"
"Mystic Outdoors Master","Hats","brand-colors","Option","Midnight-Blue"
"Mystic Outdoors Master","Hats","brand-colors","Option","Molten-Lava"
"Mystic Outdoors Master","Hats","brand-colors","Option","Mystic-Magenta"
"Mystic Outdoors Master","Hats","brand-colors","Option","Nightshade"
"Mystic Outdoors Master","Hats","brand-colors","Option","Nightsky"
"Mystic Outdoors Master","Hats","brand-colors","Option","Onyx-Black"
"Mystic Outdoors Master","Hats","brand-colors","Option","Orange"
"Mystic Outdoors Master","Hats","brand-colors","Option","Pelican"
"Mystic Outdoors Master","Hats","brand-colors","Option","Pewter"
"Mystic Outdoors Master","Hats","brand-colors","Option","Pine-Green"
"Mystic Outdoors Master","Hats","brand-colors","Option","Pink-Lotus"
"Mystic Outdoors Master","Hats","brand-colors","Option","Poincianaornge/Asphltgry"
"Mystic Outdoors Master","Hats","brand-colors","Option","Purple"
"Mystic Outdoors Master","Hats","brand-colors","Option","Red"
"Mystic Outdoors Master","Hats","brand-colors","Option","Sangria"
"Mystic Outdoors Master","Hats","brand-colors","Option","Seaport"
"Mystic Outdoors Master","Hats","brand-colors","Option","Shadow-Black/Berry"
"Mystic Outdoors Master","Hats","brand-colors","Option","Sky--Blue"
"Mystic Outdoors Master","Hats","brand-colors","Option","Slate"
"Mystic Outdoors Master","Hats","brand-colors","Option","Solar-Flare-Orange"
"Mystic Outdoors Master","Hats","brand-colors","Option","Storm-Black"
"Mystic Outdoors Master","Hats","brand-colors","Option","Stormcloud-Grey"
"Mystic Outdoors Master","Hats","brand-colors","Option","Teal"
"Mystic Outdoors Master","Hats","brand-colors","Option","Thunderhead-Grey"
"Mystic Outdoors Master","Hats","brand-colors","Option","Titanium"
"Mystic Outdoors Master","Hats","brand-colors","Option","True-Teal"
"Mystic Outdoors Master","Hats","brand-colors","Option","Waxed-Field-Brown"
"Mystic Outdoors Master","Hats","brand-colors","Option","Wheat"
"Mystic Outdoors Master","Hats","brand-colors","Option","White"
"Mystic Outdoors Master","Hats","brand-colors","Option","Sunglow"
"Mystic Outdoors Master","Hats","brand-colors","Option","Yellow"
"Mystic Outdoors Master","Hats","size","Option","Large"
"Mystic Outdoors Master","Hats","size","Option","L/XL"
"Mystic Outdoors Master","Hats","size","Option","Medium"
"Mystic Outdoors Master","Hats","size","Option","M/L"
"Mystic Outdoors Master","Hats","size","Option","One-Size"
"Mystic Outdoors Master","Hats","size","Option","Regular"
"Mystic Outdoors Master","Hats","size","Option","Small"
"Mystic Outdoors Master","Hats","size","Option","S/M"
"Mystic Outdoors Master","Hats","size","Option","Short"
"Mystic Outdoors Master","Hats","size","Option","Tall"
"Mystic Outdoors Master","Hats","size","Option","Extra Large"
"Mystic Outdoors Master","Hats","size","Option","XS"
"Mystic Outdoors Master","Hats","size","Option","XS/S"
"Mystic Outdoors Master","Hats","size","Option","100-fl.-oz."
"Mystic Outdoors Master","Sunglasses","lens-material","Property","Carbonic-TLT-polycarbonate"
"Mystic Outdoors Master","Sunglasses","lens-material","Property","ChromaPop-Trivex"
"Mystic Outdoors Master","Sunglasses","lens-material","Property","Mineral-glass"
"Mystic Outdoors Master","Sunglasses","lens-material","Property","Nylon"
"Mystic Outdoors Master","Sunglasses","lens-material","Property","Polycarbonate"
"Mystic Outdoors Master","Sunglasses","frame-color","Property","Alpine-Glow"
"Mystic Outdoors Master","Sunglasses","frame-color","Property","Black"
"Mystic Outdoors Master","Sunglasses","frame-color","Property","Black-Coffee-Tort"
"Mystic Outdoors Master","Sunglasses","frame-color","Property","Coffee"
"Mystic Outdoors Master","Sunglasses","frame-color","Property","Bronze-Decay"
"Mystic Outdoors Master","Sunglasses","frame-color","Property","Matte-Blue"
"Mystic Outdoors Master","Sunglasses","frame-color","Property","Matte-Camo-Green"
"Mystic Outdoors Master","Sunglasses","frame-color","Property","Matte-Fern"
"Mystic Outdoors Master","Sunglasses","frame-color","Property","Matte-Camo"
"Mystic Outdoors Master","Sunglasses","frame-color","Property","Purple"
"Mystic Outdoors Master","Sunglasses","frame-color","Property","Satin-Black"
"Mystic Outdoors Master","Sunglasses","frame-color","Property","Silver/Gunmetal"
"Mystic Outdoors Master","Sunglasses","frame-color","Property","White"
"Mystic Outdoors Master","Sunglasses","lens-color","Property","Black-Iridium"
"Mystic Outdoors Master","Sunglasses","lens-color","Property","Brown"
"Mystic Outdoors Master","Sunglasses","lens-color","Property","Dark-Grey"
"Mystic Outdoors Master","Sunglasses","lens-color","Property","Jade-Iridium-Polarized"
"Mystic Outdoors Master","Sunglasses","lens-color","Property","Green-Mirror"
"Mystic Outdoors Master","Sunglasses","lens-color","Property","Lt-Night-Fototec"
"Mystic Outdoors Master","Sunglasses","lens-color","Property","Photochromic"
"Mystic Outdoors Master","Sunglasses","lens-color","Property","Pink-Iridium"
"Mystic Outdoors Master","Sunglasses","lens-color","Property","Polar-PhD-Drivers"
"Mystic Outdoors Master","Sunglasses","lens-color","Property","Polarized-Gray-Green"
"Mystic Outdoors Master","Sunglasses","lens-color","Property","Polarized-Offshore-Blue"
"Mystic Outdoors Master","Sunglasses","lens-color","Property","Reactor-Brown"
"Mystic Outdoors Master","Sunglasses","lens-color","Property","Red-Sol-X-Mirror"
"Mystic Outdoors Master","Sunglasses","lens-color","Property","Ruby-Iridium"
"Mystic Outdoors Master","Sunglasses","lens-color","Property","Smoke-Fototec"
"Mystic Outdoors Master","Sunglasses","uv-protection","Property","100-percent"
"Mystic Outdoors Master","Sunglasses","frame-color","Option","Alpine-Glow"
"Mystic Outdoors Master","Sunglasses","frame-color","Option","Black"
"Mystic Outdoors Master","Sunglasses","frame-color","Option","Black-Coffee-Tort"
"Mystic Outdoors Master","Sunglasses","frame-color","Option","Coffee"
"Mystic Outdoors Master","Sunglasses","frame-color","Option","Bronze-Decay"
"Mystic Outdoors Master","Sunglasses","frame-color","Option","Matte-Blue"
"Mystic Outdoors Master","Sunglasses","frame-color","Option","Matte-Camo-Green"
"Mystic Outdoors Master","Sunglasses","frame-color","Option","Matte-Fern"
"Mystic Outdoors Master","Sunglasses","frame-color","Option","Matte-Camo"
"Mystic Outdoors Master","Sunglasses","frame-color","Option","Purple"
"Mystic Outdoors Master","Sunglasses","frame-color","Option","Satin-Black"
"Mystic Outdoors Master","Sunglasses","frame-color","Option","Silver/Gunmetal"
"Mystic Outdoors Master","Sunglasses","frame-color","Option","White"
"Mystic Outdoors Master","Sunglasses","lens-color","Option","Black-Iridium"
"Mystic Outdoors Master","Sunglasses","lens-color","Option","Brown"
"Mystic Outdoors Master","Sunglasses","lens-color","Option","Dark-Grey"
"Mystic Outdoors Master","Sunglasses","lens-color","Option","Jade-Iridium-Polarized"
"Mystic Outdoors Master","Sunglasses","lens-color","Option","Green-Mirror"
"Mystic Outdoors Master","Sunglasses","lens-color","Option","Lt-Night-Fototec"
"Mystic Outdoors Master","Sunglasses","lens-color","Option","Photochromic"
"Mystic Outdoors Master","Sunglasses","lens-color","Option","Pink-Iridium"
"Mystic Outdoors Master","Sunglasses","lens-color","Option","Polar-PhD-Drivers"
"Mystic Outdoors Master","Sunglasses","lens-color","Option","Polarized-Gray-Green"
"Mystic Outdoors Master","Sunglasses","lens-color","Option","Polarized-Offshore-Blue"
"Mystic Outdoors Master","Sunglasses","lens-color","Option","Reactor-Brown"
"Mystic Outdoors Master","Sunglasses","lens-color","Option","Red-Sol-X-Mirror"
"Mystic Outdoors Master","Sunglasses","lens-color","Option","Ruby-Iridium"
"Mystic Outdoors Master","Sunglasses","lens-color","Option","Smoke-Fototec"
"Mystic Outdoors Master","Gloves","brand-colors","Property","Black"
"Mystic Outdoors Master","Gloves","brand-colors","Property","Cardinal-Red/Asphalt-Grey"
"Mystic Outdoors Master","Gloves","brand-colors","Property","Charcoal"
"Mystic Outdoors Master","Gloves","brand-colors","Property","Glacier-Grey"
"Mystic Outdoors Master","Gloves","brand-colors","Property","Night/Ultraviolet"
"Mystic Outdoors Master","Gloves","brand-colors","Property","Orchid"
"Mystic Outdoors Master","Gloves","brand-colors","Property","Silver-Gray-Heather"
"Mystic Outdoors Master","Gloves","palm-material","Property","Leather"
"Mystic Outdoors Master","Gloves","palm-material","Property","Merino-wool"
"Mystic Outdoors Master","Gloves","palm-material","Property","Nylon"
"Mystic Outdoors Master","Gloves","palm-material","Property","Nylon/Polyurethane-blend"
"Mystic Outdoors Master","Gloves","palm-material","Property","Polyester"
"Mystic Outdoors Master","Gloves","palm-material","Property","Polyester/Polyurethane-blend"
"Mystic Outdoors Master","Gloves","palm-material","Property","Polyester-fleece"
"Mystic Outdoors Master","Gloves","palm-material","Property","Silicone"
"Mystic Outdoors Master","Gloves","palm-material","Property","Synthetic"
"Mystic Outdoors Master","Gloves","faset-color","Property","Black"
"Mystic Outdoors Master","Gloves","faset-color","Property","Blue"
"Mystic Outdoors Master","Gloves","faset-color","Property","Green"
"Mystic Outdoors Master","Gloves","faset-color","Property","Grey"
"Mystic Outdoors Master","Gloves","faset-color","Property","Multi"
"Mystic Outdoors Master","Gloves","faset-color","Property","Orange"
"Mystic Outdoors Master","Gloves","faset-color","Property","Pink"
"Mystic Outdoors Master","Gloves","faset-color","Property","Purple"
"Mystic Outdoors Master","Gloves","faset-color","Property","Red"
"Mystic Outdoors Master","Gloves","faset-color","Property","White"
"Mystic Outdoors Master","Gloves","faset-color","Property","Yellow"
"Mystic Outdoors Master","Gloves","gender","Property","Men-s"
"Mystic Outdoors Master","Gloves","gender","Property","Unisex"
"Mystic Outdoors Master","Gloves","gender","Property","Women-s"
"Mystic Outdoors Master","Gloves","glove-type","Property","Full-Finger"
"Mystic Outdoors Master","Gloves","glove-type","Property","Arm-Warmer"
"Mystic Outdoors Master","Gloves","glove-type","Property","Mitten"
"Mystic Outdoors Master","Gloves","brand-colors","Option","Black"
"Mystic Outdoors Master","Gloves","brand-colors","Option","Cardinal-Red/Asphalt-Grey"
"Mystic Outdoors Master","Gloves","brand-colors","Option","Charcoal"
"Mystic Outdoors Master","Gloves","brand-colors","Option","Glacier-Grey"
"Mystic Outdoors Master","Gloves","brand-colors","Option","Night/Ultraviolet"
"Mystic Outdoors Master","Gloves","brand-colors","Option","Orchid"
"Mystic Outdoors Master","Gloves","brand-colors","Option","Silver-Gray-Heather"
"Mystic Outdoors Master","Gloves","size","Option","XS"
"Mystic Outdoors Master","Gloves","size","Option","Small"
"Mystic Outdoors Master","Gloves","size","Option","Medium"
"Mystic Outdoors Master","Gloves","size","Option","Large"
"Mystic Outdoors Master","Gloves","size","Option","Extra Large"
"Mystic Outdoors Master","Gloves","size","Option","XXL"
"Mystic Outdoors Master","Dog Accessories","material","Property","Brushed-polyester-with-polyurethane-coating"
"Mystic Outdoors Master","Dog Accessories","material","Property","Corn/plant-starches"
"Mystic Outdoors Master","Dog Accessories","material","Property","Nylon"
"Mystic Outdoors Master","Dog Accessories","material","Property","Nylon/closed-cell-foam"
"Mystic Outdoors Master","Dog Accessories","material","Property","Nylon/foam-buoyancy-cells"
"Mystic Outdoors Master","Dog Accessories","material","Property","Nylon/mesh"
"Mystic Outdoors Master","Dog Accessories","material","Property","Nylon-webbing"
"Mystic Outdoors Master","Dog Accessories","material","Property","Polyester/multidensity-foam"
"Mystic Outdoors Master","Dog Accessories","material","Property","Polyester/nylon"
"Mystic Outdoors Master","Dog Accessories","material","Property","Polyester-webbing"
"Mystic Outdoors Master","Dog Accessories","material","Property","Polyester-webbing/aluminum-ring"
"Mystic Outdoors Master","Dog Accessories","material","Property","Polyurethane-coated-nylon"
"Mystic Outdoors Master","Dog Accessories","material","Property","Post-consumer-recycled-Ecolast"
"Mystic Outdoors Master","Dog Accessories","material","Property","Ripstop-nylon/webbing"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Property","Black"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Property","Blue-Mountains"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Property","Blue-Night"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Property","Blue-Spring"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Property","Camper-Arrows"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Property","Granite-Gray"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Property","Green"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Property","Meadow-Green"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Property","Monument-Valley"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Property","Pacific-Blue"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Property","Red-Currant"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Property","Sockeye-Red"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Property","Twilight-Gray"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Property","Wave-Orange"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Option","Black"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Option","Blue-Mountains"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Option","Blue-Night"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Option","Blue-Petal"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Option","Blue-Spring"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Option","Camper-Arrows"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Option","Granite-Gray"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Option","Green"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Option","Meadow-Green"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Option","Monument-Valley"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Option","Pacific-Blue"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Option","Red-Currant"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Option","Sockeye-Red"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Option","Twilight-Gray"
"Mystic Outdoors Master","Dog Accessories","brand-colors","Option","Wave-Orange"
"Mystic Outdoors Master","Dog Accessories","size","Option","XS"
"Mystic Outdoors Master","Dog Accessories","size","Option","XS/S"
"Mystic Outdoors Master","Dog Accessories","size","Option","Small"
"Mystic Outdoors Master","Dog Accessories","size","Option","S/M"
"Mystic Outdoors Master","Dog Accessories","size","Option","Medium"
"Mystic Outdoors Master","Dog Accessories","size","Option","M/L"
"Mystic Outdoors Master","Dog Accessories","size","Option","Large"
"Mystic Outdoors Master","Dog Accessories","size","Option","L/XL"
"Mystic Outdoors Master","Dog Accessories","size","Option","Extra Large"
"Mystic Outdoors Master","Dog Accessories","size","Option","XXL"
"Mystic Outdoors Master","Dog Accessories","size","Option","1.75-in"
"Mystic Outdoors Master","Dog Accessories","size","Option","2-in"
"Mystic Outdoors Master","Dog Accessories","size","Option","2.25-in"
"Mystic Outdoors Master","Dog Accessories","size","Option","2.5-in"
"Mystic Outdoors Master","Dog Accessories","size","Option","2.75-in"
"Mystic Outdoors Master","Dog Accessories","size","Option","3-in"
"Mystic Outdoors Master","Dog Accessories","size","Option","11-14-in"
"Mystic Outdoors Master","Dog Accessories","size","Option","14-20-in"
"Mystic Outdoors Master","Dog Accessories","size","Option","20-26-in"
"Mystic Outdoors Master","Hiking Footwear","gender","Property","Boys-"
"Mystic Outdoors Master","Hiking Footwear","gender","Property","Girls-"
"Mystic Outdoors Master","Hiking Footwear","gender","Property","Kids-"
"Mystic Outdoors Master","Hiking Footwear","gender","Property","Men-s"
"Mystic Outdoors Master","Hiking Footwear","gender","Property","Unisex"
"Mystic Outdoors Master","Hiking Footwear","gender","Property","Women-s"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Ash-Stone"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Autobahn/Black/Tomato-Red"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Barley"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Bitter-Root"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Black"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Black/Burnt-Olive"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Black/Cajun"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Black/Greenery"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Brown"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Brown/Green"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Brown/Mint"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Brown/Taupe/Clementine"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Burnt-Maple"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Castlerock/Tender-Shoots"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Cocoa-Brown"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Dark-Gray/Navy"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Dark-Olive"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Dark-Purple/Purple-Sage"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Dark-Sand/Cendre"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Dark-Shadow-Grey/Green"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Glacier"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Granite"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Graphite"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Graphite/Black"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Gray/Mint"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Gray/Wild-Dove"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Green"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Griffin-Grey/Shady-Blue"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Honeysuckle-Pink/Tnf-White"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","India-Ink/Macaw"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Leaf"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Magenta"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Magnet/Cerise-Pink"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Midnight-Navy/Tawny-Olive"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Olive"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Radiance/Goat"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Raven/Burnt-Ochre"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Royal-Lilac/Adventurine"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Sesame"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Silver-Birch/Canteen"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Silver/Gray"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Slate-Brown/Red-Mahogany"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Slate/Caramel"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Sodalite"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Steel-Gray/Hydrangea"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Tnf-Black/Tnf-White"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Property","Warm-Grey/Beetroot/Salmon"
"Mystic Outdoors Master","Hiking Footwear","footwear-height","Property","Ankle"
"Mystic Outdoors Master","Hiking Footwear","footwear-height","Property","Over-the-ankle"
"Mystic Outdoors Master","Hiking Footwear","features","Property","Can-Be-Resoled"
"Mystic Outdoors Master","Hiking Footwear","features","Property","Made-in-USA"
"Mystic Outdoors Master","Hiking Footwear","features","Property","New-Arrivals"
"Mystic Outdoors Master","Hiking Footwear","features","Property","Vegan"
"Mystic Outdoors Master","Hiking Footwear","features","Property","Waterproof"
"Mystic Outdoors Master","Hiking Footwear","footwear-closure","Property","Lace-up"
"Mystic Outdoors Master","Hiking Footwear","footwear-closure","Property","Single-pull-Lace"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Ash-Stone"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Autobahn/Black/Tomato-Red"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Barley"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Bitter-Root"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Black"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Black/Burnt-Olive"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Black/Cajun"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Black/Greenery"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Brown"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Brown/Green"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Brown/Mint"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Brown/Taupe/Clementine"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Burnt-Maple"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Castlerock/Tender-Shoots"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Cocoa-Brown"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Dark-Gray/Navy"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Dark-Olive"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Dark-Purple/Purple-Sage"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Dark-Sand/Cendre"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Dark-Shadow-Grey/Green"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Glacier"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Granite"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Graphite"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Graphite/Black"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Gray/Mint"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Gray/Wild-Dove"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Green"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Griffin-Grey/Shady-Blue"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Honeysuckle-Pink/Tnf-White"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","India-Ink/Macaw"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Leaf"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Magenta"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Magnet/Cerise-Pink"
