"MasterCatalogName","ProductCode","ProductType","ProductUsage","ProductName","Price","SalePrice","Cost","MSRP Price","MAP","MAPEffectiveStartDate","MAPEffectiveEndDate","RestrictDiscount","RestrictDiscountStartDate","RestrictDiscountEndDate","VariationPricingMethod","ManufacturerPartNumber","UPC","DistributorPartNumber","IsTaxable","ManageStock","Ships by itself","OutOfStockBehavior","PackageWeight","PackageLength","PackageWidth","PackageHeight","FulfillmentTypes","ProductShortDescription","ContentFullProductDescription","ContentFullProductDescription2","ContentFullProductDescription3","SEOMetaTagTitle","SEOMetaTagDescription","SEOMetaTagKeywords","SEOFriendlyURL","price-list-entry-type","fill-power","interval-training","alarm","polarized","filter-medium","sleeping-bag-shape","pole-diameter-mm-","lash-tab","filter-type","altimeter","sleeping-capacity","pole-material","fits-up-to","availability","sleep-tracking","pool-lap-recognition","floor-area-sq-ft-","average-battery-life","popularity","lens-color","sleeve-length","flotation","average-boil-time-min-","power-output-to-device-ma-","average-heart-rate","lens-material","smart-device-notifications","preloaded-map","footwear-closure","bag-style","liquid-capacity-fl.-oz.-","sock-cushioning","footwear-height","product-crosssell","battery-included","sock-height","material","frame-color","battery-storage-capacity-mah","product-related","stopwatch","meat","frame-type","product-upsell","battery-type","stroke-recognition","minimum-trail-weight-lbs","fuel","programmable-routes","best-use","sun-protective-fabric","gear-capacity","moisture-wicking","quick-disconnect-tubing","temperature-rating","bite-valve-shut-off-switch","gender","number-of-burners","quick-drying","time-display","glove-type","brand","number-of-doors","rating","gps-satellite-detectable","tracks-calories-burned","recovery-advising","brand-colors","hat-style","number-of-exterior-pockets","track-steps","heart-rate-sensor-type","removes-destroys","number-of-poles","btu-total","heart-rate-target-zone-s-","trip-length-capacity","number-of-routes","r-value","charge-time-hrs-","uscg-classification","seasons","housing-material","number-of-watpoints","uv-protection","compass","servings-per-container","hrm-included-integrated","v02-max-estimate","output","compatible-fitness-accessories","shirt-size","vestibule-area-sq-ft-","customization","hydration-compatible","pace-alert","visor","illumination","display-size","shirt-style","visual-map-display","inseam-in.-","dry-bag-shape","packable","external-charge","shoe-size","insulated","watch-type","pack-loading","fabric-type","pad-thickness","insulation-type","faset-color","size","waterproof","features","sleeping-bag-compartment","palm-material","water-resistant-depth","weight-capacity-lbs-","pant-rise","weight","wide-mouth-opening","pant-size","zipper-location","pedometer-type","back-length","tent-type","metal-type","attribut-bd","finish","season","backorder-days","bazaarvoice-category"
"Mystic Outdoors Master","HKFT_010","Hiking Footwear","Configurable","Ridgecrest Hiking Shoes - Men's","150.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Ahnu partnered with our sponsored blind endurance hiker, Trevor Thomas, to design the Ridgecrest hiking shoe specifically for thru hikes.","•	Features an RMAT midsole, a special EVA + Rubber foam, that delivers state-of-the-art shock absorption, cushioning, low compression and durability&nbsp;<div>•	eVent waterproof, breathable bootie construction&nbsp;</div><div>•	Waterproof leather and breathable, hydrophobic mesh&nbsp;</div><div>•	Numentum Hike technology to center and guide the foot for balance on trails&nbsp;</div><div>•	Spider Rubber outsole for traction in all environments&nbsp;</div><div>•	Integrated TPU shank and arch support for torsional rigidity and mid foot support&nbsp;</div><div>•	Shock dispersal plate in forefoot for stone bruising protection&nbsp;</div><div>•	Moisture-wicking mesh lining
</div>","","","Ridgecrest Hiking Shoes - Men's","•	Features an RMAT midsole, a special EVA + Rubber foam, that delivers state-of-the-art shock absorption, cushioning, low compression and durability •	eVent waterproof, breathable bootie construction •	Waterproof leather and breathable, hydrophobic mesh •	Numentum Hike technology to center and guide the foot for balance on trails •	Spider Rubber outsole for traction in all environments •	Integrated TPU shank and arch support for torsional rigidity and mid foot support •	Shock dispersal plate in forefoot for stone bruising protection •	Moisture-wicking mesh lining","","ridgecrest-hiking-shoes-men-s","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","3","","","","","","","","","","Lace-up","","","","Ankle","","","","","","","","","","","","","","","","","Hiking","","","","","","","Men's","","","","","Ahnu","","3","","","","Black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","New Arrivals
Waterproof","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HKFT_009","Hiking Footwear","Configurable","Coburn Waterproof Hiking Boots - Men's","165.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","The Ahnu Coburn Waterproof hiking boots boast stout protection from the elements, sturdy leather construction and good support for worry-free performance through the miles.","•	Full-grain leather uppers offer protection for many years of use; synthetic mesh at ankles offers flexibility and breathability without compromising support&nbsp;<div>•	Highly breathable eVent® waterproof membranes keep the elements out while allowing perspiration to dissipate and vent quickly&nbsp;</div><div>•	Padded, gusseted tongues keep out debris and moisture, and relieve lace pressure; metal lace eyelets and hooks ensure smooth, secure lacing&nbsp;</div><div>•	Dual-density EVA midsoles provide light support and great shock-absorbing performance through the miles&nbsp;</div><div>•	Thermoplastic polyurethane shanks and arch supports allow forefoot flex and provide stable support on the trail&nbsp;</div><div>•	Nonmarking rubber outsoles with aggressive multidirectional lugs to deliver good traction over mixed terrain
</div>","","","Coburn Waterproof Hiking Boots - Men's","•	Full-grain leather uppers offer protection for many years of use; synthetic mesh at ankles offers flexibility and breathability without compromising support •	Highly breathable eVent® waterproof membranes keep the elements out while allowing perspiration to dissipate and vent quickly •	Padded, gusseted tongues keep out debris and moisture, and relieve lace pressure; metal lace eyelets and hooks ensure smooth, secure lacing •	Dual-density EVA midsoles provide light support and great shock-absorbing performance through the miles •	Thermoplastic polyurethane shanks and arch supports allow forefoot flex and provide stable support on the trail •	Nonmarking rubber outsoles with aggressive multidirectional lugs to deliver good traction over mixed terrain","","coburn-waterproof-hiking-boots-men-s","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","5","","","","","","","","","","Lace-up","","","","Over-the-ankle","","","","","","","","","","","","","","","","","Hiking","","","","","","","Men's","","","","","Ahnu","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","New Arrivals
Waterproof","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HKFT_008","Hiking Footwear","Configurable","Renegade II GTX Lo Hiking Shoes - Men's","210.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Day hikers, light-and-fast backpackers and weekend warriors will love the Lowa Renegade II GTX Lo hiking shoes. They boast great versatility in a lightweight and waterproof design.","•	Nubuck leather uppers deliver trail-ready toughness without hindering flexibility and comfort&nbsp;<div>•	Gore-Tex® membranes keep out the wet stuff while still allowing your feet to breathe&nbsp;</div><div>•	Polyester linings manage excess moisture to help keep your feet dry&nbsp;</div><div>•	Padded ankles and tongues relieve pressure and add comfort&nbsp;</div><div>•	Derby-cut lacing with sturdy, updated eyelet hardware fits a variety of foot sizes&nbsp;</div><div>•	Contoured polyurethane midsoles with stabilizing nylon shanks provide dependable cushioning, shock absorption and support&nbsp;</div><div>•	External polyurethane frames are part of the midsoles and offer additional support&nbsp;</div><div>•	Vibram® rubber outsoles feature an aggressive tread pattern to deliver all-terrain traction
</div>","","","Renegade II GTX Lo Hiking Shoes - Men's","•	Nubuck leather uppers deliver trail-ready toughness without hindering flexibility and comfort •	Gore-Tex® membranes keep out the wet stuff while still allowing your feet to breathe •	Polyester linings manage excess moisture to help keep your feet dry •	Padded ankles and tongues relieve pressure and add comfort •	Derby-cut lacing with sturdy, updated eyelet hardware fits a variety of foot sizes •	Contoured polyurethane midsoles with stabilizing nylon shanks provide dependable cushioning, shock absorption and support •	External polyurethane frames are part of the midsoles and offer additional support •	Vibram® rubber outsoles feature an aggressive tread pattern to deliver all-terrain traction","","renegade-ii-gtx-lo-hiking-shoes-men-s","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","2","","","","","","","","","","Lace-up","","","","Ankle","","","","","","","","","","","","","","","","","Hiking","","","","","","","Men's","","","","","Lowa","","2","","","","Dark Gray/Navy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","Can Be Resoled
Made in USA
New Arrivals
Waterproof","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikePants_001","Hiking Pant","Configurable","Rampart Rain Pants - Men's","79.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","When downpours loom, keep these hardworking Outdoor Research Rampart rain pants stowed in your pack as a standard part of your essentials and confidently embark on your adventures.

","•	100% polyester 2-layer fabric is waterproof and fully seam-sealed&nbsp;<div>•	Full-length, double-separating side zippers offer venting options&nbsp;</div><div>•	Durable yet lightweight pants pack down small; single rear pocket doubles as a stuff sack with carabiner loop&nbsp;</div><div>•	Articulated knees offer a comfortable fit and freedom of movement&nbsp;</div><div>•	Elastic waist adjusts with drawcord and accepts accessory suspenders (not included)
</div>","","","Rampart Rain Pants - Men's","•	100% polyester 2-layer fabric is waterproof and fully seam-sealed •	Full-length, double-separating side zippers offer venting options •	Durable yet lightweight pants pack down small; single rear pocket doubles as a stuff sack with carabiner loop •	Articulated knees offer a comfortable fit and freedom of movement •	Elastic waist adjusts with drawcord and accepts accessory suspenders (not included)","","rampart-rain-pants-men-s","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hiking","","","","","","","Men's","","","","","Outdoor Research","","5","","","","Black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polyester / Polyester Blend","","","","","","New Arrivals
Waterproof
Windproof","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikeJack_016","Hiking Jacket","Configurable","Fast Trek Hoodie - Kids'","40.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","The perfect companion for your youngster's everyday adventures, the microfleece Columbia Fast Trek hoodie offers versatility, comfort and warmth.
","The perfect companion for your youngster's everyday adventures, the microfleece Columbia Fast Trek hoodie offers versatility, comfort and warmth.&nbsp;<div><br></div><div>&nbsp;•	Thumb holes keep sleeves in place
</div>","","","Fast Trek Hoodie - Kids'","The perfect companion for your youngster's everyday adventures, the microfleece Columbia Fast Trek hoodie offers versatility, comfort and warmth. 
 •	Thumb holes keep sleeves in place","","fast-trek-hoodie-kids-","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hiking","","","","","","","Kids'","","","","","Columbia","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polyester Microfleece","","","","","","New Arrivals
Thumbholes","","","","","","","","","","","Waist-length","","","","","","",""
"Mystic Outdoors Master","DOG_004","Dog Accessories","Standard","Dirtbag Seat Cover","79.95","","0.00","","","","","No","","","Fixed","","","","Yes","Yes","No","AllowBackOrder","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Protect your car's nice interior with this durable, waterproof and comfortable cover that shields vehicle seats from the remnants of dog adventures.","•	Protects vehicle seat from dog hair, drool and scratches&nbsp;<div>•	Polyester fabric is nonslip to keep dogs stable
•	Convertible design fits many vehicles in regular and hammock configurations&nbsp;</div><div>•	Secures to seat with cleats and has webbing loops that wrap around headrests&nbsp;</div><div>•	Side flaps keep grunge off seats during entry and exit&nbsp;</div><div>• Access points to seat belts open when needed&nbsp;</div><div>•	Machine washable</div>","","","Dirtbag Seat Cover","•	Protects vehicle seat from dog hair, drool and scratches •	Polyester fabric is nonslip to keep dogs stable
•	Convertible design fits many vehicles in regular and hammock configurations •	Secures to seat with cleats and has webbing loops that wrap around headrests •	Side flaps keep grunge off seats during entry and exit • Access points to seat belts open when needed •	Machine washable","","dirtbag-seat-cover","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","3","","","","","","","","","","","","","","","","","","Brushed polyester with polyurethane coating","","","","","","","","","","","","","Casual","","","","","","","","","","","","Ruffwear","","3","","","","Granite Gray","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","DOG_003","Dog Accessories","Standard","Fetch Camera Mount Dog Harness","60.00","","0.00","","","","","No","","","Fixed","","","","Yes","Yes","No","AllowBackOrder","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","With 2 camera mounting locations, the Fetch harness helps you capture action shots of beloved canines chewing bones, fetching Frisbees and sniffing the world from their adorable, 4-legged viewpoint.","•	Includes 2 mounting locations: chest mount captures bone chewing, digging and front paw action; back mount captures overhead action shots of running, jumping and swimming&nbsp;<div>•	Fully adjustable harness fits most small, medium and large dog breeds from 15 to 120 lbs.&nbsp;</div><div>•	Washable, water-friendly nylon holds up to swimming, splashing, mud and active dog play&nbsp;</div><div>•	Padded at all adjustment points for added comfort for your pet&nbsp;</div><div>•	Quick-release bases provide fast and easy attachment and removal&nbsp;</div><div>•	Includes camera tether for added security of your GoPro (camera not included)&nbsp;</div><div>• Removable chest mount accommodates smaller dogs</div>","","","Fetch Camera Mount Dog Harness","•	Includes 2 mounting locations: chest mount captures bone chewing, digging and front paw action; back mount captures overhead action shots of running, jumping and swimming •	Fully adjustable harness fits most small, medium and large dog breeds from 15 to 120 lbs. •	Washable, water-friendly nylon holds up to swimming, splashing, mud and active dog play •	Padded at all adjustment points for added comfort for your pet •	Quick-release bases provide fast and easy attachment and removal •	Includes camera tether for added security of your GoPro (camera not included) • Removable chest mount accommodates smaller dogs","","fetch-camera-mount-dog-harness","","","","","","","","","","","","","","","Usually Ships in 1 to 2 Days","","","","","5","","","","","","","","","","","","","","","","","","Nylon/closed-cell foam","","","","","","","","","","","","","Multisport","","","","","","","","","","","","GoPro","","5","","","","Black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikeShirt_014","Hiking Shirt","Configurable","Everyday Perfect AC 3/4 Top - Women's","55.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","The Mountain Hardwear Everyday Perfect AC 3/4 women's tee is a travel-friendly shirt that wicks moisture and dries quickly for comfort on the trail or at home.
","•	Wick Q™ moisture-wicking fabric keeps you cool and dry; it also resists wrinkles and offers UPF 25 sun protection&nbsp;<div>•	3/4-length sleeves&nbsp;</div><div>•	Standard fit
</div>","","","Everyday Perfect AC 3/4 Top - Women's","•	Wick Q™ moisture-wicking fabric keeps you cool and dry; it also resists wrinkles and offers UPF 25 sun protection •	3/4-length sleeves •	Standard fit","","everyday-perfect-ac-3-4-top-women-s","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","4","","3/4-Length Sleeve","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Travel","","","","","","","Women's","","","","","Mountain Hardwear","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Crew","","","","","","","","","","Polyester / Polyester Blend","","","","","","Moisture Wicking
New Arrivals
Quick Drying
Sun-Protective Fabric","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikeShirt_013","Hiking Shirt","Configurable","Dryflylite Shirt - Women's","75.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Whether hiking around Mayan ruins or reeling in a trophy catch, you want to look and feel good doing it. The ExOfficio Dryflylite offers sun protection and venting to keep you cool when you're active.
","•	This functional button-down is stylishly tailored to keep you looking sharp adventure after adventure; updated fit over last season&nbsp;<div>•	Lightweight fabric blend wicks moisture and dries quickly while Floramesh lining at back shoulders offers excellent ventilation&nbsp;</div><div>•	2 Napoleon zip chest pockets are accessible even with a backpack on&nbsp;</div><div>•	Roll-up sleeve tabs hold sleeves in place&nbsp;</div><div>•	Forward-facing shoulder seams&nbsp;</div><div>•	UPF 30
</div>","","","Dryflylite Shirt - Women's","•	This functional button-down is stylishly tailored to keep you looking sharp adventure after adventure; updated fit over last season •	Lightweight fabric blend wicks moisture and dries quickly while Floramesh lining at back shoulders offers excellent ventilation •	2 Napoleon zip chest pockets are accessible even with a backpack on •	Roll-up sleeve tabs hold sleeves in place •	Forward-facing shoulder seams •	UPF 30","","dryflylite-shirt-women-s","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","3","","Long Sleeve","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hiking","","","","","","","Women's","","","","","ExOfficio","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Button-front","","","","","","","","","","Nylon / Nylon Blend","","","","","","Moisture Wicking
New Arrivals
Quick Drying
Sun-Protective Fabric","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikeShirt_012","Hiking Shirt","Configurable","OuterSpaced Full Zip Hoodie - Women's","75.00","44.00","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Just like you, the Columbia OuterSpaced full-zip hoodie strikes the perfect balance between fun and unique. The spacedye print and cowl-neck add style to this classic piece that goes with everything.
","•	Hand pockets&nbsp;<div>•	Closeout&nbsp;</div><div>•	Imported</div>","","","OuterSpaced Full Zip Hoodie - Women's","•	Hand pockets •	Closeout •	Imported","","outerspaced-full-zip-hoodie-women-s","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","5","","Long Sleeve","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hiking","","","","","","","Women's","","","","","Columbia","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Partial Zip","","","","","","","","","","Cotton / Cotton Blend","","","","","","Made in USA","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikeShirt_011","Hiking Shirt","Configurable","Standard Pocket Shirt - Women's","38.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","The Standard Pocket by Mystic Outdoors is the kind of go-with-everything shirt you want in your clothing arsenal.
","•	Left chest patch pocket&nbsp;<div>•	Scoop neckline&nbsp;</div><div>•	Curved hemline
</div>","","","Standard Pocket Shirt - Women's","•	Left chest patch pocket •	Scoop neckline •	Curved hemline","","standard-pocket-shirt-women-s","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","2","","Short Sleeve","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hiking","","","","","","","Women's","","","","","Mystic","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Scoop","","","","","","","","","","Polyester / Polyester Blend","","","","","","Made in USA","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikeShirt_010","Hiking Shirt","Configurable","Wicked Lite Long-Sleeve T-Shirt - Women's","45.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","When it comes keeping you cool on the trail, the no-nonsense women's Mountain Hardwear Wicked Lite long-sleeve t-shirt delivers the goods, with moisture-wicking stretch and UPF 30 sun protection.
","•	Quick-drying stretch fabric provides UPF 30 sun protection&nbsp;<div>•	Antimicrobial treatment inhibits bacterial growth on the fabric to help keep odors at bay
</div>","","","Wicked Lite Long-Sleeve T-Shirt - Women's","•	Quick-drying stretch fabric provides UPF 30 sun protection •	Antimicrobial treatment inhibits bacterial growth on the fabric to help keep odors at bay","","wicked-lite-long-sleeve-t-shirt-women-s","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","4","","Long Sleeve","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Backpacking","","","","","","","Women's","","","","","Mountain Hardwear","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Crew","","","","","","","","","","Polyester / Polyester Blend","","","","","","Made in USA
Moisture Wicking
Quick Drying
Sun-Protective Fabric","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikeShirt_009","Hiking Shirt","Configurable","Essential Cowl Neck Shirt - Women's","68.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","The Royal Robbins Essential Cowl Neck shirt is ideal for travel to far-off places, a brisk walk along the river or picking out early-season veggies at the farmers' market.
","•	Stretchy, lightweight fabric resists wrinkles, dries quickly and holds its shape exceptionally well&nbsp;<div>•	Tencel fibers with polyester offer moisture management properties and UPF 50+ protection&nbsp;</div><div>•	Ruching details at waist; fitted side panels&nbsp;</div><div>•	Natural fit
</div>","","","Essential Cowl Neck Shirt - Women's","•	Stretchy, lightweight fabric resists wrinkles, dries quickly and holds its shape exceptionally well •	Tencel fibers with polyester offer moisture management properties and UPF 50+ protection •	Ruching details at waist; fitted side panels •	Natural fit","","essential-cowl-neck-shirt-women-s","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","5","","Long Sleeve","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Travel","","","","","","","Women's","","","","","Royal Robbins","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Scoop","","","","","","","","","","Polyester / Polyester Blend","","","","","","Made in USA
Moisture Wicking
New Arrivals
Quick Drying
Sun-Protective Fabric","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikeShirt_008","Hiking Shirt","Configurable","Wunderer Shirt - Men's","75.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Discreet mesh panels and UPF 50+ fabric make the Kuhl Wunderer shirt a sure bet for comfort during warm-weather travel.
","•	Features a superfine, breathable mesh on the side panels and under the arms for promote cooling airflow; mesh has the appearance of a jersey fabric to keep you looking sharp&nbsp;<div>•	With a UPF 50+ rating, fabric provides excellent protection against harmful ultraviolet rays&nbsp;</div><div>•	2 chest pockets button close to secure small essentials; a hidden zippered security pocket holds your sensitive documents
</div>","","","Wunderer Shirt - Men's","•	Features a superfine, breathable mesh on the side panels and under the arms for promote cooling airflow; mesh has the appearance of a jersey fabric to keep you looking sharp •	With a UPF 50+ rating, fabric provides excellent protection against harmful ultraviolet rays •	2 chest pockets button close to secure small essentials; a hidden zippered security pocket holds your sensitive documents","","wunderer-shirt-men-s","","","","","","","","","","","","","","","Usually Ships in 24 to 48 Hours","","","","","4","","Long Sleeve","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Travel","","","","","","","Men's","","","","","KUHL","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Button-front","","","","","","","","","","Nylon / Nylon Blend","","","","","","Made in USA
Moisture Wicking
New Arrivals
Quick Drying
Sun-Protective Fabric","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikeShirt_007","Hiking Shirt","Configurable","Go Everywhere Merino Crew Shirt - Men's","65.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Tech meets soft when renewable Sorona® fibers are blended with premium merino in the Royal Robbins Go Everywhere men's crew, adding softness and durability to the merino wool performance.
","•	Fabric blend dries quickly and offers UPF 50+ sun protection&nbsp;<div>•	Natural antimicrobial odor control will keep you (and your friends) happy when you've been trekking for a week&nbsp;</div><div>•	Raglan sleeves and flatlock seams ensure mobility and chafe-free comfort&nbsp;</div><div>•	Natural fit
</div>","","","Go Everywhere Merino Crew Shirt - Men's","•	Fabric blend dries quickly and offers UPF 50+ sun protection •	Natural antimicrobial odor control will keep you (and your friends) happy when you've been trekking for a week •	Raglan sleeves and flatlock seams ensure mobility and chafe-free comfort •	Natural fit","","go-everywhere-merino-crew-shirt-men-s","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","3","","Long Sleeve","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hiking","","","","","","","Men's","","","","","Royal Robbins","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Crew","","","","","","","","","","Wool / Wool Blend","","","","","","Moisture Wicking
New Arrivals
Quick Drying
Sun-Protective Fabric","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HikeShirt_006","Hiking Shirt","Configurable","Give-N-Go T-Shirt - Men's","40.00","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Breathable, lightweight, odor-resistant and long-wearing, the ExOfficio Give-N-Go T-Shirt is ideal for any traveling when everything needs to fit in one carry-on.
","•	Just toss the Give-N-Go Tee in the laundry or wash it in a sink and within hours you will have a clean, dry shirt&nbsp;<div>•	Treated with Aegis® Microbe Shield to eliminate odor-causing bacteria in fabric&nbsp;</div><div>•	Stretch diamond-weave mesh fabric is extremely quick-drying and highly breathable&nbsp;</div><div>•	Critical seams moved off the shoulder to prevent rubbing&nbsp;</div><div>•	Tagless label to prevent rubbing
</div>","","","Give-N-Go T-Shirt - Men's","•	Just toss the Give-N-Go Tee in the laundry or wash it in a sink and within hours you will have a clean, dry shirt •	Treated with Aegis® Microbe Shield to eliminate odor-causing bacteria in fabric •	Stretch diamond-weave mesh fabric is extremely quick-drying and highly breathable •	Critical seams moved off the shoulder to prevent rubbing •	Tagless label to prevent rubbing","","give-n-go-t-shirt-men-s","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","5","","Short Sleeve","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Travel","","","","","","","Men's","","","","","ExOfficio","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Crew","","","","","","","","","","Nylon / Nylon Blend","","","","","","Moisture Wicking
New Arrivals
Quick Drying","","","","","","","","","","","","","","","","","",""
