"MasterCatalogName","ProductCode","VariationCode","Enabled","ExtraPrice","FixedListPrice","FixedSalePrice","FixedMSRP","DeltaMSRP","FixedWeight","ExtraWeight","ExtraCost","FulfillmentTypes","MfgPartNo","UPC","DistPartNo","sleeping-bag-shape","sleeping-capacity","fits-up-to","length","lens-color","sock-height","material","frame-color","meat","gear-capacity","temperature-rating","gender","brand-colors","hat-style","number-of-exterior-pockets","shirt-size","shirt-style","inseam-in.-","shoe-size","fabric-type","faset-color","size","pant-rise","pant-size","metal-type","attribut-bd","finish"
"Mystic Outdoors Master","PFD_004","PFD_004-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","XXL/XXXL","","","","",""
"Mystic Outdoors Master","PFD_004","PFD_004-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","L/XL","","","","",""
"Mystic Outdoors Master","PFD_004","PFD_004-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","S/M","","","","",""
"Mystic Outdoors Master","PFD_003","PFD_003-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","XXL/XXXL","","","","",""
"Mystic Outdoors Master","PFD_003","PFD_003-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","L/XL","","","","",""
"Mystic Outdoors Master","PFD_003","PFD_003-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","S/M","","","","",""
"Mystic Outdoors Master","PFD_001","PFD_001-9","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Red","","","","","","","","","XXL","","","","",""
"Mystic Outdoors Master","PFD_001","PFD_001-8","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Red","","","","","","","","","L/XL","","","","",""
"Mystic Outdoors Master","PFD_001","PFD_001-7","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Red","","","","","","","","","S/M","","","","",""
"Mystic Outdoors Master","PFD_001","PFD_001-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Orange","","","","","","","","","XXL","","","","",""
"Mystic Outdoors Master","PFD_001","PFD_001-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Orange","","","","","","","","","L/XL","","","","",""
"Mystic Outdoors Master","PFD_001","PFD_001-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Orange","","","","","","","","","S/M","","","","",""
"Mystic Outdoors Master","PFD_001","PFD_001-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Blue","","","","","","","","","XXL","","","","",""
"Mystic Outdoors Master","PFD_001","PFD_001-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Blue","","","","","","","","","L/XL","","","","",""
"Mystic Outdoors Master","PFD_001","PFD_001-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Blue","","","","","","","","","S/M","","","","",""
"Mystic Outdoors Master","Kayak-3","Kayak-3-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Red","","","","","","","","","","","","","",""
"Mystic Outdoors Master","Kayak-3","Kayak-3-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Blue","","","","","","","","","","","","","",""
"Mystic Outdoors Master","HKFT_035","HKFT_035-8","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Warm-Grey/Beetroot/Salmon","","","","","","Kids-11","","","","","","","",""
"Mystic Outdoors Master","HKFT_035","HKFT_035-7","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Warm-Grey/Beetroot/Salmon","","","","","","Kids-10","","","","","","","",""
"Mystic Outdoors Master","HKFT_035","HKFT_035-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Warm-Grey/Beetroot/Salmon","","","","","","Kids-6","","","","","","","",""
"Mystic Outdoors Master","HKFT_035","HKFT_035-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Warm-Grey/Beetroot/Salmon","","","","","","Kids-1","","","","","","","",""
"Mystic Outdoors Master","HKFT_035","HKFT_035-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Brown/Taupe/Clementine","","","","","","Kids-11","","","","","","","",""
"Mystic Outdoors Master","HKFT_035","HKFT_035-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Brown/Taupe/Clementine","","","","","","Kids-10","","","","","","","",""
"Mystic Outdoors Master","HKFT_035","HKFT_035-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Brown/Taupe/Clementine","","","","","","Kids-6","","","","","","","",""
"Mystic Outdoors Master","HKFT_035","HKFT_035-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Brown/Taupe/Clementine","","","","","","Kids-1","","","","","","","",""
"Mystic Outdoors Master","HKFT_034","HKFT_034-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","Kids-11","","","","","","","",""
"Mystic Outdoors Master","HKFT_034","HKFT_034-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","Kids-10","","","","","","","",""
"Mystic Outdoors Master","HKFT_034","HKFT_034-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","Kids-9","","","","","","","",""
"Mystic Outdoors Master","HKFT_034","HKFT_034-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","Kids-8","","","","","","","",""
"Mystic Outdoors Master","HKFT_033","HKFT_033-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Magnet/Cerise-Pink","","","","","","Kids-10","","","","","","","",""
"Mystic Outdoors Master","HKFT_033","HKFT_033-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Magnet/Cerise-Pink","","","","","","Kids-9","","","","","","","",""
"Mystic Outdoors Master","HKFT_033","HKFT_033-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Magnet/Cerise-Pink","","","","","","Kids-8","","","","","","","",""
"Mystic Outdoors Master","HKFT_033","HKFT_033-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Black/Burnt-Olive","","","","","","Kids-10","","","","","","","",""
"Mystic Outdoors Master","HKFT_033","HKFT_033-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Black/Burnt-Olive","","","","","","Kids-9","","","","","","","",""
"Mystic Outdoors Master","HKFT_033","HKFT_033-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Black/Burnt-Olive","","","","","","Kids-8","","","","","","","",""
"Mystic Outdoors Master","HKFT_032","HKFT_032-10","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","Kids-13","","","","","","","",""
"Mystic Outdoors Master","HKFT_032","HKFT_032-9","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","Kids-12","","","","","","","",""
"Mystic Outdoors Master","HKFT_032","HKFT_032-8","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","Kids-11","","","","","","","",""
"Mystic Outdoors Master","HKFT_032","HKFT_032-7","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","Kids-10","","","","","","","",""
"Mystic Outdoors Master","HKFT_032","HKFT_032-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","Kids-6","","","","","","","",""
"Mystic Outdoors Master","HKFT_032","HKFT_032-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","Kids-5","","","","","","","",""
"Mystic Outdoors Master","HKFT_032","HKFT_032-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","Kids-4","","","","","","","",""
"Mystic Outdoors Master","HKFT_032","HKFT_032-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","Kids-3","","","","","","","",""
"Mystic Outdoors Master","HKFT_032","HKFT_032-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","Kids-2","","","","","","","",""
"Mystic Outdoors Master","HKFT_032","HKFT_032-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","Kids-1","","","","","","","",""
"Mystic Outdoors Master","DOG_001","DOG_001-10","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Wave-Orange","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","DOG_001","DOG_001-9","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Wave-Orange","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","DOG_001","DOG_001-8","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Wave-Orange","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","DOG_001","DOG_001-7","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Wave-Orange","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","DOG_001","DOG_001-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Wave-Orange","","","","","","","","","XS","","","","",""
"Mystic Outdoors Master","DOG_001","DOG_001-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Sockeye-Red","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","DOG_001","DOG_001-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Sockeye-Red","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","DOG_001","DOG_001-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Sockeye-Red","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","DOG_001","DOG_001-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Sockeye-Red","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","DOG_001","DOG_001-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Sockeye-Red","","","","","","","","","XS","","","","",""
"Mystic Outdoors Master","COSTA2","COSTA2-7","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","",""
"Mystic Outdoors Master","COSTA2","COSTA2-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","9","","","","","","","",""
"Mystic Outdoors Master","COSTA2","COSTA2-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","8.5","","","","","","","",""
"Mystic Outdoors Master","COSTA2","COSTA2-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","",""
"Mystic Outdoors Master","COSTA2","COSTA2-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","7.5","","","","","","","",""
"Mystic Outdoors Master","COSTA2","COSTA2-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","",""
"Mystic Outdoors Master","COSTA2","COSTA2-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","",""
"Mystic Outdoors Master","backpack99","backpack99-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","L/XL","","","","",""
"Mystic Outdoors Master","backpack99","backpack99-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","backpack99","backpack99-1","Yes","","","100.00","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","BackP_023","BackP_023-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","S/M","","","","",""
"Mystic Outdoors Master","BackP_023","BackP_023-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","M/L","","","","",""
"Mystic Outdoors Master","BackP_022","BackP_022-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","True-Teal","","","","","","","","","","","","","",""
"Mystic Outdoors Master","BackP_022","BackP_022-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Fire","","","","","","","","","","","","","",""
"Mystic Outdoors Master","BackP_022","BackP_022-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Chromatic-Yellow","","","","","","","","","","","","","",""
"Mystic Outdoors Master","BackP_018","BackP_018-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Blue-Night","","","","","","","","","","","","","",""
"Mystic Outdoors Master","BackP_018","BackP_018-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Black","","","","","","","","","","","","","",""
"Mystic Outdoors Master","BackP_017","BackP_017-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Green-Apple","","","","","","","","","","","","","",""
"Mystic Outdoors Master","BackP_017","BackP_017-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Dark-Shadow","","","","","","","","","","","","","",""
"Mystic Outdoors Master","BackP_015","BackP_015-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Sky--Blue","","","","","","","","","XS","","","","",""
"Mystic Outdoors Master","BackP_015","BackP_015-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Sky--Blue","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","BackP_015","BackP_015-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Sky--Blue","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","BackP_015","BackP_015-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Shadow-Black/Berry","","","","","","","","","XS","","","","",""
"Mystic Outdoors Master","BackP_015","BackP_015-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Shadow-Black/Berry","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","BackP_015","BackP_015-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Shadow-Black/Berry","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","BackP_014","BackP_014-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Marine-Blue","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","BackP_014","BackP_014-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Marine-Blue","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","BackP_014","BackP_014-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Marine-Blue","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","BackP_014","BackP_014-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Maple-Orange","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","BackP_014","BackP_014-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Maple-Orange","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","BackP_014","BackP_014-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Maple-Orange","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","BackP_007","BackP_007-9","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Pink-Lotus","","","","","","","","","Tall","","","","",""
"Mystic Outdoors Master","BackP_007","BackP_007-8","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Pink-Lotus","","","","","","","","","Short","","","","",""
"Mystic Outdoors Master","BackP_007","BackP_007-7","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Pink-Lotus","","","","","","","","","Regular","","","","",""
"Mystic Outdoors Master","BackP_007","BackP_007-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Gunmetal","","","","","","","","","Tall","","","","",""
"Mystic Outdoors Master","BackP_007","BackP_007-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Gunmetal","","","","","","","","","Short","","","","",""
"Mystic Outdoors Master","BackP_007","BackP_007-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Gunmetal","","","","","","","","","Regular","","","","",""
"Mystic Outdoors Master","BackP_007","BackP_007-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Aquamarine","","","","","","","","","Tall","","","","",""
"Mystic Outdoors Master","BackP_007","BackP_007-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Aquamarine","","","","","","","","","Short","","","","",""
"Mystic Outdoors Master","BackP_007","BackP_007-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Aquamarine","","","","","","","","","Regular","","","","",""
"Mystic Outdoors Master","BackP_005","BackP_005-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Onyx-Black","","","","","","","","","S/M","","","","",""
"Mystic Outdoors Master","BackP_005","BackP_005-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Onyx-Black","","","","","","","","","L/XL","","","","",""
"Mystic Outdoors Master","BackP_005","BackP_005-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Flame-Orange","","","","","","","","","S/M","","","","",""
"Mystic Outdoors Master","BackP_005","BackP_005-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Flame-Orange","","","","","","","","","L/XL","","","","",""
"Mystic Outdoors Master","BackP_005","BackP_005-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Avatar-Blue","","","","","","","","","S/M","","","","",""
"Mystic Outdoors Master","BackP_005","BackP_005-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Avatar-Blue","","","","","","","","","L/XL","","","","",""
"Mystic Outdoors Master","BackP_004","BackP_004-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Solar-Flare-Orange","","","","","","","","","S/M","","","","",""
"Mystic Outdoors Master","BackP_004","BackP_004-9","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Solar-Flare-Orange","","","","","","","","","L/XL","","","","",""
"Mystic Outdoors Master","BackP_004","BackP_004-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Pine-Green","","","","","","","","","S/M","","","","",""
"Mystic Outdoors Master","BackP_004","BackP_004-8","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Pine-Green","","","","","","","","","L/XL","","","","",""
"Mystic Outdoors Master","BackP_004","BackP_004-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Anthracite-Black","","","","","","","","","S/M","","","","",""
"Mystic Outdoors Master","BackP_004","BackP_004-7","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Anthracite-Black","","","","","","","","","L/XL","","","","",""
"Mystic Outdoors Master","BackP_002","BackP_002-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Stormcloud-Grey","","","","","","","","","XS/S","","","","",""
"Mystic Outdoors Master","BackP_002","BackP_002-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Stormcloud-Grey","","","","","","","","","S/M","","","","",""
"Mystic Outdoors Master","BackP_002","BackP_002-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Stormcloud-Grey","","","","","","","","","M/L","","","","",""
"Mystic Outdoors Master","BackP_002","BackP_002-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Mystic-Magenta","","","","","","","","","XS/S","","","","",""
"Mystic Outdoors Master","BackP_002","BackP_002-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Mystic-Magenta","","","","","","","","","S/M","","","","",""
"Mystic Outdoors Master","BackP_002","BackP_002-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Mystic-Magenta","","","","","","","","","M/L","","","","",""
"Mystic Outdoors Master","BackP_001","BackP_001-8","Yes","","230.00","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","BackP_001","BackP_001-7","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","BackP_001","BackP_001-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","BackP_001","BackP_001-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikePants_013","HikePants_013-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","S","","",""
"Mystic Outdoors Master","HikePants_013","HikePants_013-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","XS","","",""
"Mystic Outdoors Master","HikePants_013","HikePants_013-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","XXS","","",""
"Mystic Outdoors Master","HikePants_012","HikePants_012-14","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Slate","","","","","","","","","","","14","","",""
"Mystic Outdoors Master","HikePants_012","HikePants_012-13","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Lt-Khaki","","","","","","","","","","","14","","",""
"Mystic Outdoors Master","HikePants_012","HikePants_012-12","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Slate","","","","","","","","","","","12","","",""
"Mystic Outdoors Master","HikePants_012","HikePants_012-11","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Lt-Khaki","","","","","","","","","","","12","","",""
"Mystic Outdoors Master","HikePants_012","HikePants_012-10","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Slate","","","","","","","","","","","10","","",""
"Mystic Outdoors Master","HikePants_012","HikePants_012-9","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Lt-Khaki","","","","","","","","","","","10","","",""
"Mystic Outdoors Master","HikePants_012","HikePants_012-8","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Slate","","","","","","","","","","","8","","",""
"Mystic Outdoors Master","HikePants_012","HikePants_012-7","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Lt-Khaki","","","","","","","","","","","8","","",""
"Mystic Outdoors Master","HikePants_012","HikePants_012-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Slate","","","","","","","","","","","6","","",""
"Mystic Outdoors Master","HikePants_012","HikePants_012-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Lt-Khaki","","","","","","","","","","","6","","",""
"Mystic Outdoors Master","HikePants_012","HikePants_012-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Slate","","","","","","","","","","","4","","",""
"Mystic Outdoors Master","HikePants_012","HikePants_012-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Lt-Khaki","","","","","","","","","","","4","","",""
"Mystic Outdoors Master","HikePants_012","HikePants_012-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Slate","","","","","","","","","","","2","","",""
"Mystic Outdoors Master","HikePants_012","HikePants_012-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Lt-Khaki","","","","","","","","","","","2","","",""
"Mystic Outdoors Master","HikePants_011","HikePants_011-15","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Moonrock","","","","","","","","","","","XL","","",""
"Mystic Outdoors Master","HikePants_011","HikePants_011-14","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Cargo-Green","","","","","","","","","","","XL","","",""
"Mystic Outdoors Master","HikePants_011","HikePants_011-13","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Black","","","","","","","","","","","XL","","",""
"Mystic Outdoors Master","HikePants_011","HikePants_011-12","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Moonrock","","","","","","","","","","","L","","",""
"Mystic Outdoors Master","HikePants_011","HikePants_011-11","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Cargo-Green","","","","","","","","","","","L","","",""
"Mystic Outdoors Master","HikePants_011","HikePants_011-10","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Black","","","","","","","","","","","L","","",""
"Mystic Outdoors Master","HikePants_011","HikePants_011-9","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Moonrock","","","","","","","","","","","M","","",""
"Mystic Outdoors Master","HikePants_011","HikePants_011-8","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Cargo-Green","","","","","","","","","","","M","","",""
"Mystic Outdoors Master","HikePants_011","HikePants_011-7","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Black","","","","","","","","","","","M","","",""
"Mystic Outdoors Master","HikePants_011","HikePants_011-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Moonrock","","","","","","","","","","","S","","",""
"Mystic Outdoors Master","HikePants_011","HikePants_011-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Cargo-Green","","","","","","","","","","","S","","",""
"Mystic Outdoors Master","HikePants_011","HikePants_011-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Black","","","","","","","","","","","S","","",""
"Mystic Outdoors Master","HikePants_011","HikePants_011-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Moonrock","","","","","","","","","","","XS","","",""
"Mystic Outdoors Master","HikePants_011","HikePants_011-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Cargo-Green","","","","","","","","","","","XS","","",""
"Mystic Outdoors Master","HikePants_011","HikePants_011-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Black","","","","","","","","","","","XS","","",""
"Mystic Outdoors Master","HikePants_010","HikePants_010-15","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Obsidian","","","","","","","","","","","XL","","",""
"Mystic Outdoors Master","HikePants_010","HikePants_010-14","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Khaki","","","","","","","","","","","XL","","",""
"Mystic Outdoors Master","HikePants_010","HikePants_010-13","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Jet-Black","","","","","","","","","","","XL","","",""
"Mystic Outdoors Master","HikePants_010","HikePants_010-12","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Obsidian","","","","","","","","","","","L","","",""
"Mystic Outdoors Master","HikePants_010","HikePants_010-11","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Khaki","","","","","","","","","","","L","","",""
"Mystic Outdoors Master","HikePants_010","HikePants_010-10","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Jet-Black","","","","","","","","","","","L","","",""
"Mystic Outdoors Master","HikePants_010","HikePants_010-9","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Obsidian","","","","","","","","","","","M","","",""
"Mystic Outdoors Master","HikePants_010","HikePants_010-8","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Khaki","","","","","","","","","","","M","","",""
